flight_id;flight_no;scheduled_departure;scheduled_arrival;departure_airport;arrival_airport;status;aircraft_code;actual_departure;actual_arrival
19082;PG0662;30.07.2017 11:40:00;30.07.2017 14:50:00;NOJ;SVO;Arrived;CR2;30.07.2017 11:42:00;30.07.2017 14:51:00
19083;PG0662;23.07.2017 11:40:00;23.07.2017 14:50:00;NOJ;SVO;Arrived;CR2;23.07.2017 11:44:00;23.07.2017 14:52:00
19084;PG0662;27.08.2017 11:40:00;27.08.2017 14:50:00;NOJ;SVO;Scheduled;CR2;;
19085;PG0662;13.08.2017 11:40:00;13.08.2017 14:50:00;NOJ;SVO;Arrived;CR2;13.08.2017 11:43:00;13.08.2017 14:53:00
19086;PG0662;31.08.2017 11:40:00;31.08.2017 14:50:00;NOJ;SVO;Scheduled;CR2;;
19087;PG0042;03.08.2017 6:30:00;03.08.2017 9:50:00;NOJ;LED;Arrived;CR2;03.08.2017 6:32:00;03.08.2017 9:51:00
19088;PG0042;17.08.2017 6:30:00;17.08.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19089;PG0042;24.08.2017 6:30:00;24.08.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19090;PG0042;20.07.2017 6:30:00;20.07.2017 9:50:00;NOJ;LED;Arrived;CR2;20.07.2017 6:32:00;20.07.2017 9:53:00
19091;PG0042;31.08.2017 6:30:00;31.08.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19092;PG0042;16.07.2017 6:30:00;16.07.2017 9:50:00;NOJ;LED;Arrived;CR2;16.07.2017 6:31:00;16.07.2017 9:49:00
19093;PG0042;20.08.2017 6:30:00;20.08.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19094;PG0042;06.08.2017 6:30:00;06.08.2017 9:50:00;NOJ;LED;Arrived;CR2;06.08.2017 6:33:00;06.08.2017 9:53:00
19095;PG0042;30.07.2017 6:30:00;30.07.2017 9:50:00;NOJ;LED;Arrived;CR2;30.07.2017 6:34:00;30.07.2017 9:55:00
19096;PG0042;07.09.2017 6:30:00;07.09.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19097;PG0042;13.08.2017 6:30:00;13.08.2017 9:50:00;NOJ;LED;Arrived;CR2;13.08.2017 6:33:00;13.08.2017 9:49:00
19098;PG0042;14.09.2017 6:30:00;14.09.2017 9:50:00;NOJ;LED;Cancelled;CR2;;
19099;PG0042;27.07.2017 6:30:00;27.07.2017 9:50:00;NOJ;LED;Arrived;CR2;27.07.2017 6:36:00;27.07.2017 9:54:00
19100;PG0042;10.08.2017 6:30:00;10.08.2017 9:50:00;NOJ;LED;Arrived;CR2;10.08.2017 6:34:00;10.08.2017 9:51:00
19101;PG0042;23.07.2017 6:30:00;23.07.2017 9:50:00;NOJ;LED;Arrived;CR2;23.07.2017 6:32:00;23.07.2017 9:53:00
19102;PG0042;27.08.2017 6:30:00;27.08.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19103;PG0042;03.09.2017 6:30:00;03.09.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19104;PG0042;10.09.2017 6:30:00;10.09.2017 9:50:00;NOJ;LED;Scheduled;CR2;;
19105;PG0537;15.08.2017 11:00:00;15.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;15.08.2017 11:03:00;15.08.2017 12:08:00
19106;PG0537;30.07.2017 11:00:00;30.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;30.07.2017 11:04:00;30.07.2017 12:09:00
19107;PG0538;30.07.2017 8:40:00;30.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;30.07.2017 8:45:00;30.07.2017 9:50:00
19108;PG0537;24.07.2017 11:00:00;24.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;24.07.2017 11:02:00;24.07.2017 12:08:00
19109;PG0537;07.09.2017 11:00:00;07.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19110;PG0538;07.09.2017 8:40:00;07.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19111;PG0538;22.08.2017 8:40:00;22.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19112;PG0537;22.08.2017 11:00:00;22.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19113;PG0537;01.09.2017 11:00:00;01.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19114;PG0538;01.09.2017 8:40:00;01.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19115;PG0537;31.07.2017 11:00:00;31.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;31.07.2017 11:03:00;31.07.2017 12:08:00
19116;PG0537;28.08.2017 11:00:00;28.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19117;PG0538;31.07.2017 8:40:00;31.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;31.07.2017 8:42:00;31.07.2017 9:48:00
19118;PG0538;29.07.2017 8:40:00;29.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;29.07.2017 8:43:00;29.07.2017 9:49:00
19119;PG0538;28.08.2017 8:40:00;28.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19120;PG0537;29.07.2017 11:00:00;29.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;29.07.2017 11:04:00;29.07.2017 12:09:00
19121;PG0538;18.08.2017 8:40:00;18.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19122;PG0537;18.08.2017 11:00:00;18.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19123;PG0538;20.07.2017 8:40:00;20.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;20.07.2017 8:41:00;20.07.2017 9:45:00
19124;PG0537;20.07.2017 11:00:00;20.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;20.07.2017 11:04:00;20.07.2017 12:09:00
19125;PG0538;06.09.2017 8:40:00;06.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19126;PG0537;06.09.2017 11:00:00;06.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19127;PG0537;26.08.2017 11:00:00;26.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19128;PG0538;26.08.2017 8:40:00;26.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19129;PG0537;12.09.2017 11:00:00;12.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19130;PG0538;12.09.2017 8:40:00;12.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19131;PG0538;24.07.2017 8:40:00;24.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;24.07.2017 8:44:00;24.07.2017 9:49:00
19132;PG0537;19.08.2017 11:00:00;19.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19133;PG0538;19.08.2017 8:40:00;19.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19134;PG0538;10.08.2017 8:40:00;10.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;10.08.2017 8:45:00;10.08.2017 9:51:00
19135;PG0537;10.08.2017 11:00:00;10.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;10.08.2017 11:05:00;10.08.2017 12:10:00
19136;PG0538;11.09.2017 8:40:00;11.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19137;PG0537;11.09.2017 11:00:00;11.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19138;PG0537;01.08.2017 11:00:00;01.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;01.08.2017 11:04:00;01.08.2017 12:09:00
19139;PG0538;01.08.2017 8:40:00;01.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;01.08.2017 8:44:00;01.08.2017 9:50:00
19140;PG0538;08.08.2017 8:40:00;08.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;08.08.2017 8:44:00;08.08.2017 9:49:00
19141;PG0538;13.08.2017 8:40:00;13.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;13.08.2017 8:40:00;13.08.2017 9:46:00
19142;PG0537;13.08.2017 11:00:00;13.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;13.08.2017 11:03:00;13.08.2017 12:08:00
19143;PG0537;22.07.2017 11:00:00;22.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;22.07.2017 11:03:00;22.07.2017 12:08:00
19144;PG0538;22.07.2017 8:40:00;22.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;22.07.2017 8:40:00;22.07.2017 9:45:00
19145;PG0538;28.07.2017 8:40:00;28.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;28.07.2017 8:42:00;28.07.2017 9:46:00
19146;PG0537;28.07.2017 11:00:00;28.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;28.07.2017 11:04:00;28.07.2017 12:10:00
19147;PG0538;19.07.2017 8:40:00;19.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;19.07.2017 8:43:00;19.07.2017 9:49:00
19148;PG0537;19.07.2017 11:00:00;19.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;19.07.2017 11:06:00;19.07.2017 12:10:00
19149;PG0538;14.09.2017 8:40:00;14.09.2017 9:45:00;NOJ;NUX;Cancelled;CN1;;
19150;PG0537;02.08.2017 11:00:00;02.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;02.08.2017 11:05:00;02.08.2017 12:11:00
19151;PG0538;02.08.2017 8:40:00;02.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;02.08.2017 8:44:00;02.08.2017 9:49:00
19152;PG0537;08.08.2017 11:00:00;08.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;08.08.2017 11:01:00;08.08.2017 12:05:00
19153;PG0537;12.08.2017 11:00:00;12.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;12.08.2017 11:03:00;12.08.2017 12:08:00
19154;PG0538;17.08.2017 8:40:00;17.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19155;PG0537;17.08.2017 11:00:00;17.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19156;PG0538;12.08.2017 8:40:00;12.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;12.08.2017 8:45:00;12.08.2017 9:51:00
19157;PG0538;05.09.2017 8:40:00;05.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19158;PG0537;05.09.2017 11:00:00;05.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19159;PG0537;23.08.2017 11:00:00;23.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19160;PG0538;23.08.2017 8:40:00;23.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19161;PG0537;08.09.2017 11:00:00;08.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19162;PG0538;08.09.2017 8:40:00;08.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19163;PG0537;03.08.2017 11:00:00;03.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;03.08.2017 11:01:00;03.08.2017 12:07:00
19164;PG0538;03.08.2017 8:40:00;03.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;03.08.2017 8:44:00;03.08.2017 9:49:00
19165;PG0538;31.08.2017 8:40:00;31.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19166;PG0537;31.08.2017 11:00:00;31.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19167;PG0537;13.09.2017 11:00:00;13.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19168;PG0538;13.09.2017 8:40:00;13.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19169;PG0538;27.07.2017 8:40:00;27.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;27.07.2017 8:49:00;27.07.2017 9:55:00
19170;PG0537;27.07.2017 11:00:00;27.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;27.07.2017 11:02:00;27.07.2017 12:06:00
19171;PG0537;14.08.2017 11:00:00;14.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;14.08.2017 11:04:00;14.08.2017 12:09:00
19172;PG0538;18.07.2017 8:40:00;18.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;18.07.2017 11:53:00;18.07.2017 12:58:00
19173;PG0538;14.08.2017 8:40:00;14.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;14.08.2017 8:43:00;14.08.2017 9:49:00
19174;PG0537;18.07.2017 11:00:00;18.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;18.07.2017 11:03:00;18.07.2017 12:08:00
19175;PG0537;04.08.2017 11:00:00;04.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;04.08.2017 11:01:00;04.08.2017 12:06:00
19176;PG0538;30.08.2017 8:40:00;30.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19177;PG0538;04.08.2017 8:40:00;04.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;04.08.2017 8:42:00;04.08.2017 9:49:00
19178;PG0537;30.08.2017 11:00:00;30.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19179;PG0538;02.09.2017 8:40:00;02.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19180;PG0537;02.09.2017 11:00:00;02.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19181;PG0538;04.09.2017 8:40:00;04.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19182;PG0537;04.09.2017 11:00:00;04.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19183;PG0537;23.07.2017 11:00:00;23.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;23.07.2017 11:02:00;23.07.2017 12:07:00
19184;PG0538;23.07.2017 8:40:00;23.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;23.07.2017 8:43:00;23.07.2017 9:48:00
19185;PG0538;16.08.2017 8:40:00;16.08.2017 9:45:00;NOJ;NUX;On Time;CN1;;
19186;PG0537;16.08.2017 11:00:00;16.08.2017 12:05:00;NOJ;NUX;On Time;CN1;;
19187;PG0538;27.08.2017 8:40:00;27.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19188;PG0537;29.08.2017 11:00:00;29.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19189;PG0537;27.08.2017 11:00:00;27.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19190;PG0538;29.08.2017 8:40:00;29.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19191;PG0537;05.08.2017 11:00:00;05.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;05.08.2017 11:00:00;05.08.2017 12:05:00
19192;PG0538;05.08.2017 8:40:00;05.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;05.08.2017 8:43:00;05.08.2017 9:47:00
19193;PG0538;17.07.2017 8:40:00;17.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;17.07.2017 8:44:00;17.07.2017 9:49:00
19194;PG0537;17.07.2017 11:00:00;17.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;17.07.2017 11:01:00;17.07.2017 12:06:00
19195;PG0537;20.08.2017 11:00:00;20.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19196;PG0538;20.08.2017 8:40:00;20.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19197;PG0537;14.09.2017 11:00:00;14.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19198;PG0538;25.08.2017 8:40:00;25.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19199;PG0537;25.08.2017 11:00:00;25.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19200;PG0538;26.07.2017 8:40:00;26.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;26.07.2017 8:44:00;26.07.2017 9:49:00
19201;PG0537;26.07.2017 11:00:00;26.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;26.07.2017 11:03:00;26.07.2017 12:08:00
19202;PG0537;11.08.2017 11:00:00;11.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;11.08.2017 11:07:00;11.08.2017 12:12:00
19203;PG0538;11.08.2017 8:40:00;11.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;11.08.2017 8:44:00;11.08.2017 9:49:00
19204;PG0537;06.08.2017 11:00:00;06.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;06.08.2017 11:05:00;06.08.2017 12:11:00
19205;PG0538;06.08.2017 8:40:00;06.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;06.08.2017 8:42:00;06.08.2017 9:47:00
19206;PG0537;09.09.2017 11:00:00;09.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19207;PG0538;09.09.2017 8:40:00;09.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19208;PG0538;03.09.2017 8:40:00;03.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19209;PG0537;03.09.2017 11:00:00;03.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19210;PG0537;24.08.2017 11:00:00;24.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19211;PG0538;24.08.2017 8:40:00;24.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19212;PG0538;09.08.2017 8:40:00;09.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;09.08.2017 8:43:00;09.08.2017 9:47:00
19213;PG0537;09.08.2017 11:00:00;09.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;09.08.2017 11:03:00;09.08.2017 12:08:00
19214;PG0538;16.07.2017 8:40:00;16.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;16.07.2017 8:43:00;16.07.2017 9:48:00
19215;PG0537;16.07.2017 11:00:00;16.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;16.07.2017 14:56:00;16.07.2017 16:02:00
19216;PG0537;07.08.2017 11:00:00;07.08.2017 12:05:00;NOJ;NUX;Arrived;CN1;07.08.2017 11:02:00;07.08.2017 12:07:00
19217;PG0538;07.08.2017 8:40:00;07.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;07.08.2017 8:43:00;07.08.2017 9:48:00
19218;PG0538;15.08.2017 8:40:00;15.08.2017 9:45:00;NOJ;NUX;Arrived;CN1;15.08.2017 11:47:00;15.08.2017 12:53:00
19219;PG0538;21.08.2017 8:40:00;21.08.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19220;PG0537;21.08.2017 11:00:00;21.08.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19221;PG0538;10.09.2017 8:40:00;10.09.2017 9:45:00;NOJ;NUX;Scheduled;CN1;;
19222;PG0537;10.09.2017 11:00:00;10.09.2017 12:05:00;NOJ;NUX;Scheduled;CN1;;
19223;PG0538;25.07.2017 8:40:00;25.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;25.07.2017 8:42:00;25.07.2017 9:47:00
19224;PG0537;25.07.2017 11:00:00;25.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;25.07.2017 11:02:00;25.07.2017 12:06:00
19225;PG0538;21.07.2017 8:40:00;21.07.2017 9:45:00;NOJ;NUX;Arrived;CN1;21.07.2017 8:42:00;21.07.2017 9:47:00
19226;PG0537;21.07.2017 11:00:00;21.07.2017 12:05:00;NOJ;NUX;Arrived;CN1;21.07.2017 11:03:00;21.07.2017 12:08:00
19227;PG0510;05.08.2017 15:00:00;05.08.2017 16:30:00;ESL;DME;Arrived;SU9;05.08.2017 15:04:00;05.08.2017 16:34:00
19228;PG0510;28.07.2017 15:00:00;28.07.2017 16:30:00;ESL;DME;Arrived;SU9;28.07.2017 15:01:00;28.07.2017 16:32:00
19229;PG0510;04.09.2017 15:00:00;04.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19230;PG0510;19.07.2017 15:00:00;19.07.2017 16:30:00;ESL;DME;Arrived;SU9;19.07.2017 15:03:00;19.07.2017 16:34:00
19231;PG0510;16.07.2017 15:00:00;16.07.2017 16:30:00;ESL;DME;Arrived;SU9;16.07.2017 15:01:00;16.07.2017 16:31:00
19232;PG0510;19.08.2017 15:00:00;19.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19233;PG0510;16.08.2017 15:00:00;16.08.2017 16:30:00;ESL;DME;On Time;SU9;;
19234;PG0510;08.09.2017 15:00:00;08.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19235;PG0510;02.08.2017 15:00:00;02.08.2017 16:30:00;ESL;DME;Arrived;SU9;02.08.2017 15:01:00;02.08.2017 16:31:00
19236;PG0510;04.08.2017 15:00:00;04.08.2017 16:30:00;ESL;DME;Arrived;SU9;04.08.2017 15:02:00;04.08.2017 16:31:00
19237;PG0510;10.09.2017 15:00:00;10.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19238;PG0510;23.08.2017 15:00:00;23.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19239;PG0510;25.07.2017 15:00:00;25.07.2017 16:30:00;ESL;DME;Arrived;SU9;25.07.2017 15:08:00;25.07.2017 16:38:00
19240;PG0510;29.08.2017 15:00:00;29.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19241;PG0510;30.07.2017 15:00:00;30.07.2017 16:30:00;ESL;DME;Arrived;SU9;30.07.2017 17:17:00;30.07.2017 18:46:00
19242;PG0510;24.08.2017 15:00:00;24.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19243;PG0510;26.08.2017 15:00:00;26.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19244;PG0510;31.08.2017 15:00:00;31.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19245;PG0510;31.07.2017 15:00:00;31.07.2017 16:30:00;ESL;DME;Arrived;SU9;31.07.2017 15:01:00;31.07.2017 16:30:00
19246;PG0510;02.09.2017 15:00:00;02.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19247;PG0510;21.07.2017 15:00:00;21.07.2017 16:30:00;ESL;DME;Arrived;SU9;21.07.2017 15:02:00;21.07.2017 16:33:00
19248;PG0510;07.09.2017 15:00:00;07.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19249;PG0510;28.08.2017 15:00:00;28.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19250;PG0510;15.08.2017 15:00:00;15.08.2017 16:30:00;ESL;DME;On Time;SU9;;
19251;PG0510;22.08.2017 15:00:00;22.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19252;PG0510;21.08.2017 15:00:00;21.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19253;PG0510;09.09.2017 15:00:00;09.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19254;PG0510;03.09.2017 15:00:00;03.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19255;PG0510;07.08.2017 15:00:00;07.08.2017 16:30:00;ESL;DME;Arrived;SU9;07.08.2017 15:01:00;07.08.2017 16:32:00
19256;PG0510;12.09.2017 15:00:00;12.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19257;PG0510;06.08.2017 15:00:00;06.08.2017 16:30:00;ESL;DME;Arrived;SU9;06.08.2017 15:03:00;06.08.2017 16:33:00
19258;PG0510;06.09.2017 15:00:00;06.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19259;PG0510;25.08.2017 15:00:00;25.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19260;PG0510;18.07.2017 15:00:00;18.07.2017 16:30:00;ESL;DME;Arrived;SU9;18.07.2017 15:05:00;18.07.2017 16:36:00
19261;PG0510;09.08.2017 15:00:00;09.08.2017 16:30:00;ESL;DME;Arrived;SU9;09.08.2017 15:05:00;09.08.2017 16:36:00
19262;PG0510;01.08.2017 15:00:00;01.08.2017 16:30:00;ESL;DME;Arrived;SU9;01.08.2017 15:03:00;01.08.2017 16:34:00
19263;PG0510;10.08.2017 15:00:00;10.08.2017 16:30:00;ESL;DME;Arrived;SU9;10.08.2017 15:05:00;10.08.2017 16:35:00
19264;PG0510;26.07.2017 15:00:00;26.07.2017 16:30:00;ESL;DME;Arrived;SU9;26.07.2017 15:03:00;26.07.2017 16:32:00
19265;PG0510;18.08.2017 15:00:00;18.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19266;PG0510;29.07.2017 15:00:00;29.07.2017 16:30:00;ESL;DME;Arrived;SU9;29.07.2017 15:01:00;29.07.2017 16:29:00
19267;PG0510;30.08.2017 15:00:00;30.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19268;PG0510;13.08.2017 15:00:00;13.08.2017 16:30:00;ESL;DME;Arrived;SU9;13.08.2017 15:04:00;13.08.2017 16:32:00
19269;PG0510;12.08.2017 15:00:00;12.08.2017 16:30:00;ESL;DME;Arrived;SU9;12.08.2017 15:04:00;12.08.2017 16:34:00
19270;PG0510;11.09.2017 15:00:00;11.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19271;PG0510;08.08.2017 15:00:00;08.08.2017 16:30:00;ESL;DME;Arrived;SU9;08.08.2017 15:06:00;08.08.2017 16:35:00
19272;PG0510;27.07.2017 15:00:00;27.07.2017 16:30:00;ESL;DME;Arrived;SU9;27.07.2017 15:04:00;27.07.2017 16:35:00
19273;PG0510;24.07.2017 15:00:00;24.07.2017 16:30:00;ESL;DME;Arrived;SU9;24.07.2017 15:05:00;24.07.2017 16:37:00
19274;PG0510;14.09.2017 15:00:00;14.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19275;PG0510;14.08.2017 15:00:00;14.08.2017 16:30:00;ESL;DME;Arrived;SU9;14.08.2017 15:03:00;14.08.2017 16:33:00
19276;PG0510;05.09.2017 15:00:00;05.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19277;PG0510;17.07.2017 15:00:00;17.07.2017 16:30:00;ESL;DME;Arrived;SU9;17.07.2017 15:01:00;17.07.2017 16:29:00
19278;PG0510;23.07.2017 15:00:00;23.07.2017 16:30:00;ESL;DME;Arrived;SU9;23.07.2017 15:02:00;23.07.2017 16:33:00
19279;PG0510;03.08.2017 15:00:00;03.08.2017 16:30:00;ESL;DME;Arrived;SU9;03.08.2017 15:05:00;03.08.2017 16:35:00
19280;PG0510;27.08.2017 15:00:00;27.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19281;PG0510;20.07.2017 15:00:00;20.07.2017 16:30:00;ESL;DME;Arrived;SU9;20.07.2017 15:04:00;20.07.2017 16:33:00
19282;PG0510;01.09.2017 15:00:00;01.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19283;PG0510;22.07.2017 15:00:00;22.07.2017 16:30:00;ESL;DME;Arrived;SU9;22.07.2017 15:02:00;22.07.2017 16:32:00
19284;PG0510;20.08.2017 15:00:00;20.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19285;PG0510;11.08.2017 15:00:00;11.08.2017 16:30:00;ESL;DME;Arrived;SU9;11.08.2017 18:11:00;11.08.2017 19:43:00
19286;PG0510;13.09.2017 15:00:00;13.09.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19287;PG0510;17.08.2017 15:00:00;17.08.2017 16:30:00;ESL;DME;Scheduled;SU9;;
19288;PG0300;26.07.2017 8:20:00;26.07.2017 12:10:00;ESL;SVO;Arrived;CN1;26.07.2017 8:24:00;26.07.2017 12:16:00
19289;PG0300;25.07.2017 8:20:00;25.07.2017 12:10:00;ESL;SVO;Arrived;CN1;25.07.2017 8:22:00;25.07.2017 12:12:00
19290;PG0300;18.07.2017 8:20:00;18.07.2017 12:10:00;ESL;SVO;Arrived;CN1;18.07.2017 8:23:00;18.07.2017 12:16:00
19291;PG0300;07.08.2017 8:20:00;07.08.2017 12:10:00;ESL;SVO;Arrived;CN1;07.08.2017 8:24:00;07.08.2017 12:15:00
